MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2000 to Oct 2025


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
,,14,15 Aug 2018,1.4315,1.3941,1.1292,0.9857
,,15,16 Aug 2018,1.6876,1.4100,1.1399,0.9918
,,16,17 Aug 2018,1.0175,1.4053,1.1442,0.9942
,,17,20 Aug 2018,0.8028,1.3991,1.1559,0.9969
,,20,21 Aug 2018,0.7479,1.3893,1.1591,0.9959
,,21,23 Aug 2018,1.2240,1.4006,1.1709,0.9965
,,23,24 Aug 2018,1.1864,1.3935,1.1699,0.9942
,,24,27 Aug 2018,1.5460,1.4275,1.1784,0.9931
,,27,28 Aug 2018,1.5029,1.4277,1.1794,0.9931
,,28,29 Aug 2018,1.3932,1.4243,1.1781,0.9953
,,29,30 Aug 2018,1.3580,1.4198,1.1764,0.9973
,,30,31 Aug 2018,1.1073,1.4051,1.1715,0.9979
,,31,03 Sep 2018,1.0628,1.3398,1.1723,1.0069
,Sep,03,04 Sep 2018,0.9531,1.3119,1.1719,1.0089
,,04,05 Sep 2018,1.0603,1.2874,1.1678,1.0116
,,05,06 Sep 2018,0.6039,1.2482,1.1578,1.0102
,,06,07 Sep 2018,0.6800,1.2111,1.1493,1.0099
,,07,10 Sep 2018,0.7885,1.1556,1.1386,1.0086
,,10,11 Sep 2018,0.6444,1.1305,1.1334,1.0076
,,11,12 Sep 2018,0.6249,1.1049,1.1282,1.0064
,,12,13 Sep 2018,0.8635,1.0870,1.1290,1.0069
,,13,14 Sep 2018,0.8372,1.0568,1.1318,1.0082
,,14,17 Sep 2018,1.0121,1.0213,1.1403,1.0169
,,17,18 Sep 2018,1.2431,1.0355,1.1457,1.0221
,,18,19 Sep 2018,1.2587,1.0502,1.1537,1.0275
,,19,20 Sep 2018,1.3053,1.0665,1.1635,1.0314
,,20,21 Sep 2018,1.3883,1.0871,1.1733,1.0354
,,21,24 Sep 2018,1.4172,1.1071,1.2033,1.0453
,,24,25 Sep 2018,1.1161,1.0932,1.2104,1.0472
,,25,26 Sep 2018,1.2211,1.0827,1.2162,1.0498
,,26,27 Sep 2018,1.0801,1.0677,1.2179,1.0520
,,27,28 Sep 2018,1.0110,1.0518,1.2199,1.0536
,,28,01 Oct 2018,1.1084,1.0336,1.2178,1.0615
,Oct,01,02 Oct 2018,1.1854,1.0377,1.2161,1.0637
,,02,03 Oct 2018,1.0854,1.0384,1.2172,1.0660
,,03,04 Oct 2018,1.1103,1.0437,1.2193,1.0688
,,04,05 Oct 2018,1.2730,1.0508,1.2241,1.0734
,,05,08 Oct 2018,1.2754,1.1093,1.2248,1.0917
,,08,09 Oct 2018,1.0762,1.1189,1.2208,1.0967
,,09,10 Oct 2018,1.1576,1.1312,1.2178,1.1020
,,10,11 Oct 2018,1.0035,1.1432,1.2134,1.1061
,,11,12 Oct 2018,1.1007,1.1590,1.2104,1.1106
,,12,15 Oct 2018,1.1695,1.1856,1.2091,1.1242
,,15,16 Oct 2018,1.1025,1.1886,1.2081,1.1282
,,16,17 Oct 2018,0.9410,1.1862,1.2057,1.1315
,,17,18 Oct 2018,1.0147,1.1786,1.2084,1.1349
,,18,19 Oct 2018,1.1154,1.1738,1.2112,1.1386
,,19,22 Oct 2018,1.3026,1.1671,1.2203,1.1396
,,22,23 Oct 2018,1.2159,1.1603,1.2221,1.1389
,,23,24 Oct 2018,1.2068,1.1533,1.2199,1.1394
,,24,25 Oct 2018,1.3389,1.1608,1.2192,1.1419
,,25,26 Oct 2018,1.3532,1.1652,1.2231,1.1446
,,26,29 Oct 2018,1.2862,1.1872,1.2196,1.1410
,,29,30 Oct 2018,1.3056,1.1937,1.2175,1.1386
,,30,31 Oct 2018,1.3336,1.1983,1.2150,1.1397
,,31,01 Nov 2018,1.4498,1.2093,1.2119,1.1395
,Nov,01,02 Nov 2018,1.5274,1.2204,1.2089,1.1398
,,02,05 Nov 2018,1.5642,1.2599,1.2022,1.1470
,,05,07 Nov 2018,1.3473,1.2645,1.1918,1.1489
,,07,08 Nov 2018,1.2537,1.2638,1.1897,1.1481
,,08,09 Nov 2018,1.2862,1.2706,1.1893,1.1466
,,09,12 Nov 2018,1.2630,1.2876,1.1853,1.1486
,,12,13 Nov 2018,1.2342,1.2897,1.1833,1.1506
,,13,14 Nov 2018,1.2595,1.2926,1.1777,1.1527
,,14,15 Nov 2018,1.1703,1.2926,1.1749,1.1537
,,15,16 Nov 2018,1.4816,1.3049,1.1726,1.1579
,,16,19 Nov 2018,1.8768,1.3875,1.2054,1.1805
,,19,20 Nov 2018,1.9294,1.4078,1.2177,1.1886
,,20,21 Nov 2018,1.5162,1.4147,1.2261,1.1944
,,21,22 Nov 2018,1.7144,1.4280,1.2314,1.2000
,,22,23 Nov 2018,1.5247,1.4379,1.2347,1.2046
,,23,26 Nov 2018,1.5637,1.4635,1.2392,1.2099
,,26,27 Nov 2018,1.4620,1.4692,1.2383,1.2102
,,27,28 Nov 2018,1.3705,1.4719,1.2368,1.2099
,,28,29 Nov 2018,1.3427,1.4738,1.2363,1.2090
,,29,30 Nov 2018,1.8059,1.4899,1.2412,1.2106
,,30,03 Dec 2018,1.9655,1.5403,1.2724,1.2240
,Dec,03,04 Dec 2018,1.8987,1.5514,1.2829,1.2289
,,04,05 Dec 2018,1.6113,1.5530,1.2889,1.2299
,,05,06 Dec 2018,1.2463,1.5496,1.2960,1.2284
,,06,07 Dec 2018,0.4604,1.5201,1.2936,1.2229
,,07,10 Dec 2018,1.1288,1.5061,1.3049,1.2231
,,10,11 Dec 2018,1.1137,1.5012,1.3100,1.2231
,,11,12 Dec 2018,1.3151,1.5029,1.3176,1.2243
,,12,13 Dec 2018,1.6167,1.5157,1.3259,1.2288
,,13,14 Dec 2018,1.5868,1.5266,1.3342,1.2343
,,14,17 Dec 2018,1.5526,1.5309,1.3521,1.2476
,,17,18 Dec 2018,1.4564,1.5169,1.3544,1.2514
,,18,19 Dec 2018,1.5719,1.5067,1.3579,1.2572
,,19,20 Dec 2018,1.9044,1.5059,1.3645,1.2655
,,20,21 Dec 2018,2.0203,1.5227,1.3715,1.2739
,,21,24 Dec 2018,2.0633,1.5690,1.3928,1.2997
,,24,26 Dec 2018,1.9447,1.5944,1.4099,1.3147
,,26,27 Dec 2018,2.1772,1.6183,1.4220,1.3216
,,27,28 Dec 2018,1.7089,1.6296,1.4297,1.3264
,,28,31 Dec 2018,1.8460,1.6542,1.4504,1.3376
,,31,02 Jan 2019,1.7645,1.6412,1.4639,1.3423


SORA Value Date,,,SORA Publication Date,SORA,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month
2019,Jan,02,03 Jan 2019,1.2781,1.6190,1.4660,1.3438
,,03,04 Jan 2019,0.9545,1.5885,1.4643,1.3440
,,04,07 Jan 2019,1.2640,1.6038,1.4640,1.3475
,,07,08 Jan 2019,1.1470,1.6044,1.4626,1.3459
,,08,09 Jan 2019,1.1236,1.6042,1.4631,1.3442
,,09,10 Jan 2019,1.1964,1.6064,1.4635,1.3429
,,10,11 Jan 2019,1.0776,1.6052,1.4643,1.3411
,,11,14 Jan 2019,1.1299,1.5688,1.4638,1.3388
,,14,15 Jan 2019,1.1263,1.5550,1.4633,1.3384
,,15,16 Jan 2019,1.0919,1.5401,1.4632,1.3379
,,16,17 Jan 2019,1.3666,1.5341,1.4678,1.3390
,,17,18 Jan 2019,1.5422,1.5369,1.4736,1.3432
,,18,21 Jan 2019,1.6371,1.5180,1.4866,1.3543
,,21,22 Jan 2019,1.4506,1.4982,1.4882,1.3565
,,22,23 Jan 2019,1.7363,1.4876,1.4939,1.3603
,,23,24 Jan 2019,1.8543,1.4809,1.5009,1.3627
,,24,25 Jan 2019,1.9116,1.4798,1.5072,1.3655
,,25,28 Jan 2019,1.7582,1.4619,1.5219,1.3742
,,28,29 Jan 2019,1.8305,1.4614,1.5278,1.3761
,,29,30 Jan 2019,1.8900,1.4628,1.5342,1.3782
,,30,31 Jan 2019,1.9188,1.4651,1.5406,1.3802
,,31,01 Feb 2019,1.8978,1.4694,1.5455,1.3811
,Feb,01,04 Feb 2019,1.6472,1.4999,1.5486,1.3791
,,04,07 Feb 2019,1.7538,1.5474,1.5595,1.3780
,,07,08 Feb 2019,1.6384,1.5633,1.5637,1.3790
,,08,11 Feb 2019,1.8156,1.6295,1.5816,1.3866
,,11,12 Feb 2019,1.7735,1.6502,1.5871,1.3886
,,12,13 Feb 2019,1.7882,1.6715,1.5932,1.3906
,,13,14 Feb 2019,1.7162,1.6905,1.5982,1.3903
,,14,15 Feb 2019,1.6528,1.7075,1.6034,1.3915
,,15,18 Feb 2019,1.5548,1.7289,1.5972,1.3978
,,18,19 Feb 2019,1.5580,1.7263,1.5937,1.4020
,,19,20 Feb 2019,1.7053,1.7285,1.5913,1.4069
,,20,21 Feb 2019,1.5467,1.7256,1.5916,1.4113
,,21,22 Feb 2019,1.5324,1.7283,1.5896,1.4130
,,22,25 Feb 2019,1.7070,1.7159,1.5947,1.4194
,,25,26 Feb 2019,1.6459,1.7123,1.5956,1.4199
,,26,27 Feb 2019,1.5746,1.7064,1.5969,1.4201
,,27,28 Feb 2019,1.4256,1.6957,1.5975,1.4196
,,28,01 Mar 2019,1.6556,1.6670,1.5944,1.4250
,Mar,01,04 Mar 2019,1.8033,1.6837,1.5897,1.4380
,,04,05 Mar 2019,1.4282,1.6721,1.5877,1.4400
,,05,06 Mar 2019,1.3116,1.6563,1.5884,1.4439
,,06,07 Mar 2019,1.2044,1.6367,1.5967,1.4469
,,07,08 Mar 2019,1.2488,1.6227,1.5980,1.4494
,,08,11 Mar 2019,1.0990,1.5459,1.5972,1.4554
,,11,12 Mar 2019,1.1414,1.5233,1.5953,1.4583
,,12,13 Mar 2019,1.0192,1.4958,1.5886,1.4592
,,13,14 Mar 2019,1.0662,1.4725,1.5828,1.4604
,,14,15 Mar 2019,1.0579,1.4513,1.5773,1.4607
,,15,18 Mar 2019,1.2407,1.4176,1.5679,1.4632
,,18,19 Mar 2019,1.2236,1.4056,1.5640,1.4630
,,19,20 Mar 2019,1.4223,1.3955,1.5586,1.4637
,,20,21 Mar 2019,1.5833,1.3968,1.5538,1.4648
,,21,22 Mar 2019,1.6409,1.4007,1.5491,1.4660
,,22,25 Mar 2019,1.6422,1.3937,1.5363,1.4714
,,25,26 Mar 2019,1.5807,1.3914,1.5322,1.4734
,,26,27 Mar 2019,1.6774,1.3951,1.5267,1.4768
,,27,28 Mar 2019,1.8564,1.4105,1.5283,1.4815
,,28,29 Mar 2019,1.8534,1.4258,1.5284,1.4856
,,29,01 Apr 2019,2.2358,1.4970,1.5423,1.5023
,Apr,01,02 Apr 2019,1.5456,1.4886,1.5399,1.5043
,,02,03 Apr 2019,1.5339,1.4799,1.5428,1.5068
,,03,04 Apr 2019,1.4935,1.4699,1.5488,1.5089
,,04,05 Apr 2019,1.4388,1.4703,1.5507,1.5098
,,05,08 Apr 2019,1.7328,1.5166,1.5677,1.5174
,,08,09 Apr 2019,1.7870,1.5388,1.5751,1.5213
,,09,10 Apr 2019,1.7875,1.5610,1.5817,1.5248
,,10,11 Apr 2019,1.7077,1.5807,1.5887,1.5287
,,11,12 Apr 2019,1.6421,1.5969,1.5944,1.5317
,,12,15 Apr 2019,1.6636,1.6566,1.6123,1.5399
,,15,16 Apr 2019,1.6009,1.6682,1.6180,1.5427
,,16,17 Apr 2019,1.6481,1.6813,1.6212,1.5466
,,17,18 Apr 2019,1.6017,1.6930,1.6218,1.5499
,,18,22 Apr 2019,1.7528,1.7299,1.6291,1.5609
,,22,23 Apr 2019,1.7772,1.7342,1.6295,1.5640
,,23,24 Apr 2019,1.7087,1.7364,1.6279,1.5667
,,24,25 Apr 2019,1.6940,1.7380,1.6255,1.5687
,,25,26 Apr 2019,1.7660,1.7440,1.6255,1.5710
,,26,29 Apr 2019,1.6678,1.7316,1.6217,1.5773
,,29,30 Apr 2019,1.8593,1.7195,1.6214,1.5804
,,30,02 May 2019,2.0791,1.7147,1.6249,1.5883
,May,02,03 May 2019,1.9441,1.7284,1.6282,1.5904
,,03,06 May 2019,1.9643,1.7694,1.6365,1.5983
,,06,07 May 2019,1.9961,1.7782,1.6393,1.6019
,,07,08 May 2019,2.1542,1.7923,1.6451,1.6069
,,08,09 May 2019,1.9900,1.7990,1.6471,1.6108
,,09,10 May 2019,1.7012,1.7962,1.6458,1.6133
,,10,13 May 2019,1.7954,1.8086,1.6459,1.6223
,,13,14 May 2019,1.6964,1.8097,1.6456,1.6248
,,14,15 May 2019,1.8553,1.8161,1.6479,1.6286
,,15,16 May 2019,1.7315,1.8205,1.6499,1.6300
,,16,17 May 2019,1.8167,1.8261,1.6529,1.6296
,,17,21 May 2019,2.0390,1.8693,1.6731,1.6350
,,21,22 May 2019,1.6950,1.8674,1.6749,1.6349
,,22,23 May 2019,1.7432,1.8663,1.6753,1.6361
,,23,24 May 2019,1.4486,1.8576,1.6724,1.6354
,,24,27 May 2019,1.7018,1.8568,1.6744,1.6383
,,27,28 May 2019,1.6730,1.8570,1.6772,1.6400
,,28,29 May 2019,1.8282,1.8624,1.6790,1.6427
,,29,30 May 2019,1.9140,1.8642,1.6816,1.6433
,,30,31 May 2019,1.5849,1.8553,1.6807,1.6430
,,31,03 Jun 2019,1.8757,1.8399,1.6846,1.6416
,Jun,03,04 Jun 2019,1.7860,1.8341,1.6844,1.6409
,,04,06 Jun 2019,1.6102,1.8113,1.6897,1.6429
,,06,07 Jun 2019,1.3635,1.7908,1.6914,1.6479
,,07,10 Jun 2019,1.9579,1.7917,1.7179,1.6617
,,10,11 Jun 2019,1.9555,1.7969,1.7273,1.6664
,,11,12 Jun 2019,2.1023,1.8068,1.7378,1.6707
,,12,13 Jun 2019,1.8346,1.8081,1.7467,1.6720
,,13,14 Jun 2019,1.1671,1.7910,1.7478,1.6696
,,14,17 Jun 2019,1.2907,1.7415,1.7514,1.6653
,,17,18 Jun 2019,1.2541,1.7162,1.7515,1.6642
,,18,19 Jun 2019,1.3965,1.6954,1.7534,1.6632
,,19,20 Jun 2019,1.2413,1.6697,1.7515,1.6595
,,20,21 Jun 2019,1.2634,1.6446,1.7480,1.6553
,,21,24 Jun 2019,1.5855,1.6404,1.7461,1.6474
,,24,25 Jun 2019,1.5577,1.6358,1.7452,1.6452
,,25,26 Jun 2019,1.4176,1.6266,1.7434,1.6423
,,26,27 Jun 2019,1.3439,1.6150,1.7398,1.6377
,,27,28 Jun 2019,1.4207,1.6069,1.7350,1.6361
,,28,01 Jul 2019,1.6730,1.5875,1.7150,1.6324
,Jul,01,02 Jul 2019,1.5492,1.5766,1.7150,1.6312
,,02,03 Jul 2019,1.5807,1.5668,1.7156,1.6329
,,03,04 Jul 2019,1.5546,1.5591,1.7162,1.6363
,,04,05 Jul 2019,1.3368,1.5500,1.7151,1.6367
,,05,08 Jul 2019,1.5244,1.5380,1.7082,1.6417
,,08,09 Jul 2019,1.4361,1.5206,1.7043,1.6434
,,09,10 Jul 2019,1.4389,1.5033,1.7005,1.6448
,,10,11 Jul 2019,1.4191,1.4854,1.6973,1.6467
,,11,12 Jul 2019,1.2798,1.4579,1.6933,1.6475
,,12,15 Jul 2019,1.3533,1.4502,1.6830,1.6512
,,15,16 Jul 2019,1.3730,1.4529,1.6805,1.6528
,,16,17 Jul 2019,1.3579,1.4551,1.6773,1.6528
,,17,18 Jul 2019,1.4758,1.4625,1.6759,1.6524
,,18,19 Jul 2019,1.5818,1.4687,1.6740,1.6521
,,19,22 Jul 2019,1.7574,1.5082,1.6742,1.6551
,,22,23 Jul 2019,1.7604,1.5140,1.6740,1.6553
,,23,24 Jul 2019,1.6938,1.5176,1.6738,1.6544
,,24,25 Jul 2019,1.6323,1.5201,1.6732,1.6528
,,25,26 Jul 2019,1.5729,1.5253,1.6710,1.6518
,,26,29 Jul 2019,1.6436,1.5417,1.6702,1.6495
,,29,30 Jul 2019,1.7231,1.5434,1.6687,1.6485
,,30,31 Jul 2019,1.9407,1.5563,1.6718,1.6487
,,31,01 Aug 2019,1.9413,1.5650,1.6703,1.6489
,Aug,01,02 Aug 2019,1.6926,1.5696,1.6661,1.6492
,,02,05 Aug 2019,1.7049,1.5904,1.6578,1.6495
,,05,06 Aug 2019,1.7662,1.5982,1.6556,1.6496
,,06,07 Aug 2019,1.8936,1.6101,1.6545,1.6504
,,07,08 Aug 2019,1.6249,1.6134,1.6487,1.6503
,,08,13 Aug 2019,1.8084,1.6816,1.6483,1.6505
,,13,14 Aug 2019,1.6639,1.6917,1.6480,1.6502
,,14,15 Aug 2019,1.6949,1.7027,1.6462,1.6504
,,15,16 Aug 2019,1.5082,1.7071,1.6438,1.6502
,,16,19 Aug 2019,1.6281,1.7222,1.6328,1.6514
,,19,20 Aug 2019,1.4024,1.7107,1.6258,1.6497
,,20,21 Aug 2019,1.2771,1.6952,1.6175,1.6482
,,21,22 Aug 2019,1.3259,1.6813,1.6135,1.6470
,,22,23 Aug 2019,1.2491,1.6648,1.6081,1.6445
,,23,26 Aug 2019,1.2860,1.6312,1.5972,1.6378
,,26,27 Aug 2019,1.3413,1.6214,1.5933,1.6365
,,27,28 Aug 2019,1.4376,1.6147,1.5907,1.6366
,,28,29 Aug 2019,1.6368,1.6145,1.5886,1.6366
,,29,30 Aug 2019,1.9107,1.6206,1.5886,1.6382
,,30,02 Sep 2019,1.7441,1.6095,1.5875,1.6390
,Sep,02,03 Sep 2019,1.4403,1.6010,1.5827,1.6370
,,03,04 Sep 2019,1.5036,1.5945,1.5796,1.6354
,,04,05 Sep 2019,1.5110,1.5882,1.5786,1.6358
,,05,06 Sep 2019,1.5743,1.5820,1.5782,1.6373
,,06,09 Sep 2019,1.6121,1.5662,1.5733,1.6443
,,09,10 Sep 2019,1.7302,1.5636,1.5708,1.6478
,,10,11 Sep 2019,1.6328,1.5580,1.5673,1.6507
,,11,12 Sep 2019,1.6192,1.5519,1.5621,1.6533
,,12,13 Sep 2019,1.4631,1.5407,1.5580,1.6558
,,13,16 Sep 2019,1.4859,1.5275,1.5657,1.6617
,,16,17 Sep 2019,1.5503,1.5250,1.5686,1.6634
,,17,18 Sep 2019,1.4199,1.5183,1.5704,1.6644
,,18,19 Sep 2019,1.1938,1.5042,1.5682,1.6643
,,19,20 Sep 2019,0.7490,1.4831,1.5628,1.6606
,,20,23 Sep 2019,0.6849,1.4251,1.5368,1.6452
,,23,24 Sep 2019,0.7375,1.4074,1.5276,1.6402
,,24,25 Sep 2019,1.2017,1.4047,1.5237,1.6378
,,25,26 Sep 2019,1.5154,1.4121,1.5248,1.6374
,,26,27 Sep 2019,1.5821,1.4198,1.5274,1.6369
,,27,30 Sep 2019,1.5874,1.4126,1.5273,1.6304
,,30,01 Oct 2019,1.7204,1.4007,1.5278,1.6242
,Oct,01,02 Oct 2019,1.4092,1.3896,1.5263,1.6234
,,02,03 Oct 2019,1.4611,1.3903,1.5250,1.6230
,,03,04 Oct 2019,1.3062,1.3837,1.5223,1.6220
,,04,07 Oct 2019,1.1102,1.3381,1.5108,1.6133
,,07,08 Oct 2019,1.1170,1.3215,1.5063,1.6099
,,08,09 Oct 2019,0.9774,1.3004,1.5013,1.6055
,,09,10 Oct 2019,1.0600,1.2780,1.4972,1.6015
,,10,11 Oct 2019,1.1568,1.2621,1.4943,1.5984
,,11,14 Oct 2019,1.2871,1.2385,1.4930,1.5923
,,14,15 Oct 2019,1.0672,1.2246,1.4898,1.5891
,,15,16 Oct 2019,1.0975,1.2116,1.4868,1.5863
,,16,17 Oct 2019,1.2266,1.2008,1.4854,1.5840
,,17,18 Oct 2019,1.2593,1.1955,1.4830,1.5821
,,18,21 Oct 2019,1.2586,1.2338,1.4686,1.5739
,,21,22 Oct 2019,1.3364,1.2555,1.4640,1.5716
,,22,23 Oct 2019,1.4067,1.2796,1.4602,1.5696
,,23,24 Oct 2019,1.5925,1.3081,1.4591,1.5689
,,24,25 Oct 2019,1.4978,1.3180,1.4576,1.5679
,,25,29 Oct 2019,1.7417,1.3411,1.4627,1.5689
,,29,30 Oct 2019,1.7300,1.3459,1.4627,1.5682
,,30,31 Oct 2019,1.6836,1.3569,1.4599,1.5689
,,31,01 Nov 2019,1.6432,1.3544,1.4567,1.5665
,Nov,01,04 Nov 2019,1.3380,1.3491,1.4448,1.5557
,,04,05 Nov 2019,1.0749,1.3480,1.4379,1.5509
,,05,06 Nov 2019,0.8751,1.3404,1.4282,1.5449
,,06,07 Nov 2019,0.7925,1.3301,1.4162,1.5383
,,07,08 Nov 2019,0.5491,1.3118,1.4045,1.5295
,,08,11 Nov 2019,0.7595,1.2822,1.3701,1.5119
,,11,12 Nov 2019,0.6814,1.2627,1.3579,1.5058
,,12,13 Nov 2019,0.9573,1.2520,1.3486,1.5013
,,13,14 Nov 2019,0.9095,1.2398,1.3404,1.4969
,,14,15 Nov 2019,0.9153,1.2349,1.3319,1.4918
,,15,18 Nov 2019,1.1029,1.2260,1.3160,1.4793
,,18,19 Nov 2019,1.0440,1.2191,1.3096,1.4739
,,19,20 Nov 2019,1.0882,1.2136,1.3062,1.4687
,,20,21 Nov 2019,1.3661,1.2171,1.3072,1.4650
,,21,22 Nov 2019,1.5404,1.2237,1.3095,1.4641
,,22,25 Nov 2019,1.5447,1.2281,1.3184,1.4627
,,25,26 Nov 2019,1.5496,1.2219,1.3212,1.4619
,,26,27 Nov 2019,1.5313,1.2151,1.3233,1.4610
,,27,28 Nov 2019,1.4054,1.2042,1.3230,1.4595
,,28,29 Nov 2019,1.4213,1.1939,1.3206,1.4573
,,29,02 Dec 2019,1.6264,1.1831,1.3102,1.4522
,Dec,02,03 Dec 2019,1.5192,1.1892,1.3110,1.4502
,,03,04 Dec 2019,1.2475,1.1862,1.3082,1.4473
,,04,05 Dec 2019,1.1507,1.1887,1.3042,1.4447
,,05,06 Dec 2019,1.2829,1.2023,1.3010,1.4429
,,06,09 Dec 2019,1.3218,1.2645,1.2914,1.4357
,,09,10 Dec 2019,1.3690,1.2848,1.2874,1.4324
,,10,11 Dec 2019,1.3442,1.3043,1.2843,1.4291
,,11,12 Dec 2019,1.2755,1.3242,1.2805,1.4245
,,12,13 Dec 2019,1.0079,1.3259,1.2754,1.4200
,,13,16 Dec 2019,1.1518,1.3435,1.2644,1.4184
,,16,17 Dec 2019,0.6668,1.3289,1.2547,1.4149
,,17,18 Dec 2019,0.4863,1.3083,1.2444,1.4107
,,18,19 Dec 2019,0.2698,1.2825,1.2342,1.4045
,,19,20 Dec 2019,0.9469,1.2778,1.2364,1.4029
,,20,23 Dec 2019,1.4292,1.2723,1.2610,1.4021
,,23,24 Dec 2019,1.9062,1.2844,1.2739,1.4039
,,24,26 Dec 2019,1.9185,1.3092,1.2862,1.4086
,,26,27 Dec 2019,1.3502,1.3031,1.2836,1.4086
,,27,30 Dec 2019,1.1994,1.2746,1.2708,1.4022
,,30,31 Dec 2019,1.0252,1.2666,1.2682,1.4002
,,31,02 Jan 2020,1.3562,1.2491,1.2636,1.3974


SORA Value Date,,,SORA Publication Date,SORA,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month
2020,Jan,02,03 Jan 2020,1.6813,1.2544,1.2660,1.3979
,,03,06 Jan 2020,1.2271,1.2544,1.2677,1.3939
,,06,07 Jan 2020,0.9619,1.2428,1.2661,1.3908
,,07,08 Jan 2020,1.0309,1.2334,1.2652,1.3881
,,08,09 Jan 2020,1.0006,1.2230,1.2654,1.3858
,,09,10 Jan 2020,1.0299,1.2120,1.2651,1.3835
,,10,13 Jan 2020,1.1810,1.2093,1.2630,1.3807
,,13,14 Jan 2020,1.0595,1.2063,1.2606,1.3791
,,14,15 Jan 2020,0.8209,1.1956,1.2579,1.3762
,,15,16 Jan 2020,0.8514,1.1860,1.2552,1.3734
,,16,17 Jan 2020,0.9215,1.1942,1.2519,1.3710
,,17,20 Jan 2020,1.1806,1.2535,1.2493,1.3640
,,20,21 Jan 2020,0.7793,1.2326,1.2441,1.3587
,,21,22 Jan 2020,1.0474,1.2202,1.2409,1.3548
,,22,23 Jan 2020,1.0442,1.2078,1.2370,1.3509
,,23,24 Jan 2020,1.0101,1.1789,1.2306,1.3471
,,24,28 Jan 2020,1.2578,1.1351,1.2122,1.3391
,,28,29 Jan 2020,1.1813,1.1345,1.2061,1.3366
,,29,30 Jan 2020,1.0807,1.1307,1.1990,1.3331
,,30,31 Jan 2020,1.3564,1.1414,1.1954,1.3299
,,31,03 Feb 2020,1.6492,1.1593,1.2023,1.3277
,Feb,03,04 Feb 2020,1.4710,1.1671,1.2037,1.3265
,,04,05 Feb 2020,1.1359,1.1642,1.2044,1.3233
,,05,06 Feb 2020,1.1134,1.1605,1.2070,1.3198
,,06,07 Feb 2020,0.9655,1.1606,1.2089,1.3147
,,07,10 Feb 2020,0.7943,1.1387,1.2123,1.2991
,,10,11 Feb 2020,0.9541,1.1314,1.2144,1.2944
,,11,12 Feb 2020,0.8330,1.1202,1.2161,1.2891
,,12,13 Feb 2020,0.7835,1.1073,1.2142,1.2834
,,13,14 Feb 2020,0.9036,1.1023,1.2141,1.2793
,,14,17 Feb 2020,1.0650,1.1217,1.2149,1.2703
,,17,18 Feb 2020,0.9734,1.1150,1.2135,1.2668
,,18,19 Feb 2020,1.1336,1.1135,1.2145,1.2641
,,19,20 Feb 2020,1.0811,1.1103,1.2144,1.2623
,,20,21 Feb 2020,0.6284,1.1054,1.2064,1.2588
,,21,24 Feb 2020,0.7445,1.0774,1.1803,1.2499
,,24,25 Feb 2020,0.9250,1.0666,1.1735,1.2479
,,25,26 Feb 2020,0.9665,1.0572,1.1671,1.2461
,,26,27 Feb 2020,0.9239,1.0465,1.1605,1.2438
,,27,28 Feb 2020,0.9498,1.0365,1.1556,1.2412
,,28,02 Mar 2020,1.2581,0.9996,1.1404,1.2271
,Mar,02,03 Mar 2020,0.8472,0.9719,1.1330,1.2239
,,03,04 Mar 2020,0.6216,0.9426,1.1261,1.2190
,,04,05 Mar 2020,0.5175,0.9212,1.1191,1.2135
,,05,06 Mar 2020,0.5118,0.9005,1.1106,1.2076
,,06,09 Mar 2020,0.6843,0.8832,1.0896,1.1922
,,09,10 Mar 2020,0.7093,0.8803,1.0823,1.1866
,,10,11 Mar 2020,0.6182,0.8687,1.0743,1.1810
,,11,12 Mar 2020,0.3967,0.8536,1.0646,1.1742
,,12,13 Mar 2020,0.5165,0.8444,1.0592,1.1690
,,13,16 Mar 2020,0.5155,0.7931,1.0382,1.1529
,,16,17 Mar 2020,0.3803,0.7695,1.0350,1.1465
,,17,18 Mar 2020,0.5800,0.7559,1.0360,1.1418
,,18,19 Mar 2020,0.5029,0.7341,1.0386,1.1380
,,19,20 Mar 2020,0.4505,0.7124,1.0331,1.1363
,,20,23 Mar 2020,0.5115,0.6923,1.0028,1.1335
,,23,24 Mar 2020,0.3313,0.6780,0.9855,1.1312
,,24,25 Mar 2020,0.2191,0.6536,0.9667,1.1258
,,25,26 Mar 2020,0.2272,0.6281,0.9481,1.1187
,,26,27 Mar 2020,0.2559,0.6051,0.9361,1.1114
,,27,30 Mar 2020,0.1636,0.5277,0.9018,1.0878
,,30,31 Mar 2020,0.2091,0.5174,0.8929,1.0830
,,31,01 Apr 2020,0.2670,0.4854,0.8809,1.0750
,Apr,01,02 Apr 2020,0.2545,0.4530,0.8687,1.0686
,,02,03 Apr 2020,0.2404,0.4334,0.8529,1.0619
,,03,06 Apr 2020,0.2481,0.4042,0.8205,1.0466
,,06,07 Apr 2020,0.2391,0.3898,0.8126,1.0419
,,07,08 Apr 2020,0.4194,0.3813,0.8058,1.0380
,,08,09 Apr 2020,0.6002,0.3786,0.8014,1.0360
,,09,13 Apr 2020,0.6151,0.3857,0.7782,1.0232
